"gene","module"
"ALKAL1","grey"
"C6orf15","grey"
"GAU1","grey"
"LINC03117","turquoise"
"CLMAT3","red"
"MT2A","blue"
"PACSIN3","red"
"NLGN1","turquoise"
"LINC00955","blue"
"SCIN","blue"
"EPHB6","grey"
"SPARC","red"
"NRP2","turquoise"
"MAL","turquoise"
"XPNPEP2","grey"
"HLA-DRB5","yellow"
"SLC9A3-AS1","grey"
"SFTA2","black"
"GPX3","turquoise"
"C3orf80","turquoise"
"IL6","grey"
"MPEG1","yellow"
"P2RX1","turquoise"
"SOX9","turquoise"
"LINC01748","brown"
"CXCL9","grey"
"MAOB","turquoise"
"TCEA3","blue"
"HAGLR","blue"
"ADAMTS9-AS1","turquoise"
"SP5","grey"
"CD22","pink"
"FCGR3A","red"
"FGFBP1","grey"
"RASSF10","grey"
"HOXA11-AS","grey"
"NPTXR","turquoise"
"ST6GAL2","grey"
"SPON1","turquoise"
"MUSK","brown"
"SH2D7","grey"
"CNTN3","blue"
"NDE1","turquoise"
"TENM3","turquoise"
"NTRK3","turquoise"
"NEBL","brown"
"KLK3","blue"
"FXYD6-FXYD2","turquoise"
"LOC105377483","blue"
"NTRK2","brown"
"C16orf54","yellow"
"GJC1","turquoise"
"AQP9","blue"
"SSTR5","grey"
"FSIP2","blue"
"SMIM32","blue"
"MIR4680","blue"
"CPED1","turquoise"
"C9orf152","green"
"FOLR2","turquoise"
"ITM2C","blue"
"FCRLA","pink"
"ATP10B","green"
"ACTA2","turquoise"
"RUBCNL","turquoise"
"CD300LD-AS1","turquoise"
"GFRA3","brown"
"ST3GAL4","grey"
"KIF26B","red"
"TSPAN7","blue"
"NKX2-3","turquoise"
"PBK","brown"
"SULT1C2","grey"
"LHFPL7","turquoise"
"CADM2","turquoise"
"HAVCR1","green"
"ALDH3A1","grey"
"MATN2","brown"
"PIWIL1","grey"
"MTRNR2L10","grey"
"SEMA6A","blue"
"HTRA3","red"
"LOC105371812","grey"
"LINC00659","black"
"DSCAML1","blue"
"ADGRG7","grey"
"UGT2B7","grey"
"COLCA1","grey"
"RNF152","blue"
"TSPAN2","turquoise"
"KRTAP13-2","blue"
"SH3TC2","blue"
"SSC5D","turquoise"
"TEX11","blue"
"ABCA3","turquoise"
"S100A2","black"
"NPY4R2","blue"
"FXYD3","blue"
"CBFA2T3","blue"
"BUB1","brown"
"MTRNR2L8","grey"
"SGK1","grey"
"RNA5-8SN2","grey"
"THY1","red"
"TRIP13","brown"
"WIF1","grey"
"PPP1R12B","turquoise"
"C16orf89","turquoise"
"PSAT1","brown"
"UTS2","grey"
"TMT1A","brown"
"PAPPA2","turquoise"
"ACTL8","grey"
"OSM","blue"
"MUC12-AS1","blue"
"KIF19","grey"
"RIMS4","blue"
"PNLIPRP2","grey"
"MFSD6L","blue"
"FAM239C","grey"
"ZNF536","turquoise"
"CACNA1C","turquoise"
"AKAP6","turquoise"
"CELSR1","turquoise"
"PLA2G10","blue"
"SMIM24","grey"
"DCDC2","grey"
"CHL1","turquoise"
"CLCA2","grey"
"LOC105376938","grey"
"CACNA1H","turquoise"
"PBLD","blue"
"IHH","green"
"SLC19A3","grey"
"COL9A3","grey"
"OR51E2","turquoise"
"PDLIM4","turquoise"
"FERMT1","turquoise"
"TMEM45B","green"
"TRIM40","green"
"LILRB5","brown"
"GGT6","green"
"LINC00858","turquoise"
"ATF3","grey"
"RPS29","grey"
"DACT2","grey"
"PTGS1","turquoise"
"MUC3A","green"
"AMOTL1","turquoise"
"EFEMP1","turquoise"
"ZFHX4","turquoise"
"LOC105369890","blue"
"ADAM28","yellow"
"CADPS","grey"
"SLC1A7","grey"
"ENTREP1","brown"
"CCNJL","blue"
"EPHA3","turquoise"
"SLC9A3-OT1","grey"
"RNA5-8SN3","grey"
"HHIP","blue"
"FSTL3","red"
"SLC22A11","grey"
"NR4A3","grey"
"SLC16A9","blue"
"TRPM2-AS","grey"
"UNC5CL","turquoise"
"LOC107987223","green"
"FGF19","black"
"AIFM3","green"
"CNTN2","turquoise"
"PCP4L1","turquoise"
"GABRA2","grey"
"CLEC5A","red"
"NKX2-1","grey"
"EMSLR","turquoise"
"RIMKLB","turquoise"
"PPP1R3C","turquoise"
"DTNA","turquoise"
"MADCAM1","blue"
"CACNA2D2","blue"
"PRSS2","grey"
"IGSF9","green"
"PDPN","red"
"LY9","yellow"
"ATP6V0D2","yellow"
"LOXL2","red"
"TMEM100","turquoise"
"GJB1","green"
"MT-TT","grey"
"LOC105378827","blue"
"ADAMTS16","red"
"PPARGC1A","blue"
"CXCL14","red"
"CDC45","brown"
"FILIP1","turquoise"
"KRT6C","black"
"LOC100132154","turquoise"
"WNT10A","grey"
"HLA-DQA1","grey"
"FCER2","pink"
"ITPKA","blue"
"PALM","turquoise"
"RERG","turquoise"
"ADA2","yellow"
"B3GAT1-DT","grey"
"IGFBP5","turquoise"
"NRAP","blue"
"FAM177B","blue"
"IL6R","blue"
"PROM1","green"
"AHCYL2","blue"
"GFI1","blue"
"ADIPOQ-AS1","grey"
"LINC02531","turquoise"
"TCF21","turquoise"
"KIF26A","grey"
"DMKN","grey"
"UCHL1","turquoise"
"FAM239B","grey"
"GUCY1A1","turquoise"
"FAM111B","brown"
"FBLN2","turquoise"
"HKDC1","turquoise"
"DDC","green"
"SPINK2","blue"
"NTM","red"
"MKI67","brown"
"DCN","turquoise"
"ACTA2-AS1","turquoise"
"FCGR3B","grey"
"RPRM","turquoise"
"SIGLEC1","turquoise"
"GRPR","grey"
"PDE2A","turquoise"
"CACNG4","grey"
"MFSD4A-AS1","blue"
"PMFBP1","grey"
"KCNH2","turquoise"
"SERPINA10","grey"
"IGHV3-52","yellow"
"IGSF9B","turquoise"
"ABCC9","turquoise"
"ADAMTSL1","turquoise"
"SQLE","brown"
"TRABD2A","green"
"ADRA2C","grey"
"PRAC2","grey"
"UGT1A1","blue"
"LOC112268252","turquoise"
"CEP55","brown"
"RBP1","grey"
"PTPRH","blue"
"NXN","turquoise"
"APOBR","green"
"NAP1L2","turquoise"
"DISP2","blue"
"TMEM178B","grey"
"NPY1R","grey"
"TP53INP2","blue"
"CAV1","turquoise"
"SFTPB","grey"
"NUGGC","yellow"
"PAH","turquoise"
"CBLIF","grey"
"EPHA10","blue"
"FOXD2","green"
"PRLR","turquoise"
"TCL1A","pink"
"TOP2A","brown"
"DIAPH3","brown"
"EML1","turquoise"
"FERMT2","turquoise"
"CYS1","turquoise"
"CYP2C18","grey"
"HJURP","brown"
"CKS2","brown"
"CAB39L","grey"
"IGLV3-16","grey"
"LOC105378604","turquoise"
"PTPRD","grey"
"FOS","grey"
"ADGRL3","brown"
"SLC38A4","grey"
"SLC7A14","turquoise"
"CD3E","yellow"
"JAM2","turquoise"
"FCMR","pink"
"TAC1","grey"
"IRAG2","yellow"
"ATP2A3","blue"
"COL4A2","red"
"ISLR","red"
"C2","brown"
"ADH6","green"
"DPYSL3","turquoise"
"PID1","blue"
"CFL2","turquoise"
"EVA1A","brown"
"C2orf72","green"
"SPTBN2","brown"
"CPM","blue"
"ATP2B4","turquoise"
"FGFR4","turquoise"
"UGT1A7","blue"
"MAPT","turquoise"
"SOX8","grey"
"GALNT17","turquoise"
"MLPH","grey"
"CDX1","green"
"LOC101928409","turquoise"
"TMEM252","grey"
"DIO2","brown"
"TMEM37","blue"
"SIGLEC8","yellow"
"LOC105378520","blue"
"RASGRP2","turquoise"
"PLCL2","blue"
"TROAP","brown"
"MAP6","turquoise"
"PPP1R14D","green"
"AKR1B15","blue"
"GPNMB","turquoise"
"TNNC2","grey"
"SLC6A6","brown"
"SNCG","turquoise"
"VIPR2","turquoise"
"TGFBI","brown"
"FRZB","grey"
"LINC02967","turquoise"
"SEMA3D","turquoise"
"C1orf115","blue"
"RORC","green"
"CEACAM6","turquoise"
"ESPN","green"
"RFX6","blue"
"SAMD5","grey"
"MAD2L1","brown"
"SPON2","red"
"SFRP5","turquoise"
"SCGB2A1","blue"
"IGLV2-5","yellow"
"TMEM59L","turquoise"
"CAP2","turquoise"
"CLIC5","blue"
"GPRIN2","blue"
"PDE4C","grey"
"MELTF","grey"
"PRRT1B","green"
"CCL5","yellow"
"IGFBP6","turquoise"
"RBP2","grey"
"APLP1","turquoise"
"LGALS1","turquoise"
"KCNA6","grey"
"LINC02253","grey"
"MYBPC1","grey"
"PROX1","brown"
"LRRC15","red"
"AXIN2","turquoise"
"COL3A1","red"
"NAAA","blue"
"SCUBE1","blue"
"LINC02362","yellow"
"HPSE2","brown"
"QPCT","grey"
"UGT1A9","blue"
"CD163","turquoise"
"PLLP","grey"
"SLIT2","turquoise"
"CKMT2","grey"
"PHOX2B","turquoise"
"SMIM33","blue"
"SLC44A5","grey"
"NBPF6","grey"
"OTX1","blue"
"BBOX1-AS1","grey"
"RNASE1","turquoise"
"CCNP","turquoise"
"ASXL3","turquoise"
"HLA-G","grey"
"AFF3","turquoise"
"DUXAP8","blue"
"RHPN1","turquoise"
"CST4","brown"
"LOC105379675","turquoise"
"CIDEC","turquoise"
"RBM24","turquoise"
"LOC102724971","yellow"
"S100A14","green"
"MROH6","turquoise"
"LOC105374304","grey"
"S100A8","grey"
"LEFTY2","grey"
"VSNL1","brown"
"KNG1","grey"
"CFB","grey"
"SNCA","turquoise"
"SPINK5","blue"
"HLA-DQA2","yellow"
"CAVIN1","turquoise"
"FBXL22","turquoise"
"BAMBI","grey"
"CD7","yellow"
"APOD","grey"
"COL19A1","blue"
"DPP4","grey"
"MFAP2","red"
"LOC105375237","turquoise"
"LOC105372442","black"
"CSF3","grey"
"TBX20","brown"
"SVOPL","blue"
"KLK15","blue"
"ABCA6","turquoise"
"GIPR","blue"
"PEG3","turquoise"
"E2F7","brown"
"CARMN","turquoise"
"BOC","turquoise"
"LAX1","yellow"
"DCHS2","turquoise"
"NR1I2","green"
"STRIP2","brown"
"SLC5A7","turquoise"
"FBLN1","turquoise"
"PER1","turquoise"
"ADGRB3","turquoise"
"CA12","blue"
"CYP4F3","turquoise"
"MEIS1","turquoise"
"FRMD3","blue"
"CLIC3","grey"
"SATB2","green"
"UGT1A5","blue"
"MT-TA","grey"
"ATG9B","blue"
"LINC02984","turquoise"
"GUCY2C","green"
"SGK2","blue"
"APOBEC1","turquoise"
"STK31","brown"
"FBXO32","turquoise"
"CHRNA3","turquoise"
"LOC285191","grey"
"GINS1","brown"
"RXRG","turquoise"
"SLC11A1","red"
"ABCA9","turquoise"
"C1QB","yellow"
"PCDH11Y","grey"
"TUBB4A","turquoise"
"CYP3A4","grey"
"RPL22L1","turquoise"
"AGT","brown"
"ECT2","brown"
"DMRTA2","grey"
"TLR10","pink"
"TAGLN3","turquoise"
"FADS6","grey"
"SGCD","turquoise"
"TIMP1","red"
"TMEM238L","green"
"PCSK5","blue"
"ZG16B","green"
"SMIM31","green"
"ADRA2A","blue"
"UGT1A4","blue"
"FAM83D","red"
"SLPI","grey"
"CD36","turquoise"
"SHROOM2","grey"
"RHBDL2","blue"
"CDA","grey"
"HCAR3","grey"
"BHLHA15","yellow"
"FREM1","grey"
"CAVIN3","turquoise"
"FCRL3","pink"
"KIF5A","turquoise"
"NPR3","turquoise"
"FIRRE","brown"
"RNA45SN2","grey"
"PKMYT1","brown"
"DDR2","turquoise"
"AMIGO2","red"
"LOC440311","grey"
"SCG3","turquoise"
"BARX2","blue"
"BNC2","turquoise"
"PEG10","turquoise"
"GALNT16","turquoise"
"HLA-DQB1","grey"
"LRP4","grey"
"ADHFE1","brown"
"RN7SL3","grey"
"PARM1","blue"
"MROH3P","blue"
"PAX8","grey"
"GRHL3","turquoise"
"TRARG1","grey"
"C1QC","yellow"
"PTTG1","brown"
"ESRP1","green"
"CALB2","turquoise"
"R3HDML","turquoise"
"IL11","blue"
"CITED4","red"
"LINC00460","black"
"RGS4","red"
"WSCD2","turquoise"
"KIAA1549L","red"
"REEP2","turquoise"
"MS4A2","yellow"
"ADRB1","turquoise"
"TUSC8","brown"
"EFNA5","turquoise"
"LRRC31","green"
"POSTN","red"
"CHST4","grey"
"SLC6A7","green"
"PLAAT2","blue"
"COL5A2","red"
"UGT1A3","blue"
"PIGZ","blue"
"COLEC12","turquoise"
"NWD1","grey"
"SYTL5","blue"
"SCN2B","turquoise"
"WNT9A","turquoise"
"ASPM","brown"
"ERN2","green"
"GLI3","turquoise"
"VNN1","grey"
"SMTN","turquoise"
"XRCC2","brown"
"MSR1","grey"
"SYT8","grey"
"ITM2A","brown"
"MYLK-AS1","turquoise"
"LOC107984449","grey"
"NRXN2","turquoise"
"LINC01133","blue"
"RIC3","turquoise"
"TSPAN18","turquoise"
"CELSR3","brown"
"COL4A6","blue"
"EPHB3","turquoise"
"NECTIN4","turquoise"
"LOC105371114","grey"
"SHH","turquoise"
"APOB","grey"
"CDC6","brown"
"LINC02568","blue"
"KCNJ12","brown"
"UPK3A","grey"
"APOC1","grey"
"ELAPOR2","grey"
"ASRGL1","grey"
"MTCL1","turquoise"
"HLF","turquoise"
"TMEM92","turquoise"
"AOC4P","turquoise"
"FADS2","red"
"MT-TQ","grey"
"AATK","grey"
"AJUBA","blue"
"CENPF","brown"
"CDH17","green"
"IGHV3-35","yellow"
"ADH1A","blue"
"NEFM","turquoise"
"NINL","grey"
"SMIM5","blue"
"C4B","turquoise"
"LAMA1","blue"
"NALF2","grey"
"VWA5B1","grey"
"HACD1","turquoise"
"CLMP","turquoise"
"FOXA3","green"
"PTPRR","blue"
"INA","turquoise"
"FOXD3","turquoise"
"NR5A2","blue"
"RAB3C","turquoise"
"GPAT3","blue"
"NKX2-2","blue"
"MT-TS1","grey"
"SLC25A34","blue"
"KIF14","brown"
"LOC105377329","grey"
"CTNNA3","turquoise"
"SCRG1","turquoise"
"GPR84-AS1","turquoise"
"LINC01559","grey"
"MIR100HG","turquoise"
"NKX6-3","grey"
"DTL","brown"
"MYADML2","turquoise"
"KLHL6","yellow"
"BAG2","turquoise"
"CHIT1","grey"
"NMU","black"
"PER3","brown"
"ABCA10","blue"
"FLVCR2-AS1","blue"
"BTNL12P","red"
"CD79B","pink"
"KIT","turquoise"
"BIRC5","brown"
"PLA2G4A","grey"
"KRT16","black"
"KIF4A","brown"
"NEXMIF","turquoise"
"CYP2C9","grey"
"PTN","turquoise"
"CCDC68","blue"
"GAL","red"
"NACAD","turquoise"
"IGHV3-62","yellow"
"HOPX","turquoise"
"COL15A1","red"
"BNIP5","turquoise"
"GSTM2","brown"
"LINC00960","grey"
"RNA45SN4","grey"
"ENTPD5","blue"
"RNF183","turquoise"
"C4A","turquoise"
"NUF2","brown"
"STC1","blue"
"DYNC1I1","turquoise"
"LOC105374041","green"
"KIF18B","brown"
"VAT1L","turquoise"
"LOC105370485","blue"
"LOC340090","blue"
"BUB1B","brown"
"MAP1A","turquoise"
"TMEM63C","grey"
"COL4A2-AS1","red"
"PI15","grey"
"POF1B","green"
"ABCA12","grey"
"PLCB4","grey"
"HS3ST6","blue"
"PLA2G4F","green"
"CRACR2A","green"
"SMOC2","grey"
"STOX2","turquoise"
"LOC102724428","grey"
"PTGS2","grey"
"MAP3K20","red"
"SDR16C5","grey"
"FJX1","red"
"LYNX1","turquoise"
"FSCN1","red"
"LOC105370481","blue"
"EVI2B","yellow"
"SULT1C3","grey"
"LINC01411","grey"
"IGFALS","grey"
"LOC107985072","turquoise"
"GSTM5","turquoise"
"DRD5","grey"
"SP6","turquoise"
"FKBP10","red"
"MELK","brown"
"NOX4","red"
"NECAB1","turquoise"
"LOC105372710","turquoise"
"HOXD10","turquoise"
"NRXN3","turquoise"
"GDNF","turquoise"
"SCN4B","turquoise"
"AGMO","grey"
"VWA5B2","blue"
"MPP2","turquoise"
"THNSL2","grey"
"HILPDA","brown"
"PYCR1","turquoise"
"CDC25A","brown"
"LOC105376993","blue"
"MEIS2","turquoise"
"ITPRID1","grey"
"CDCA2","brown"
"S100B","turquoise"
"BEX4","turquoise"
"HLA-L","grey"
"TUB","turquoise"
"UHRF1","brown"
"RGS5","turquoise"
"WDR17","turquoise"
"LOC100130256","grey"
"C8orf88","turquoise"
"SIDT1","blue"
"C1QTNF12","blue"
"APCDD1","grey"
"LOC105379524","grey"
"UBE2QL1","turquoise"
"LSAMP","turquoise"
"ZNF469","red"
"DDIT4","blue"
"PLPP4","red"
"SEMA4G","green"
"SHISA2","brown"
"LOC101927999","grey"
"IFI6","grey"
"IKZF1","yellow"
"MEI1","yellow"
"AOC1","green"
"ORC6","brown"
"CCDC88B","grey"
"CPS1","grey"
"RGS2","turquoise"
"GGT1","grey"
"FKBP1A-SDCBP2","blue"
"COL4A5","blue"
"LINC01605","brown"
"NBPF4","grey"
"COL5A1","red"
"ITGA11","red"
"CARD11","grey"
"DQX1","green"
"RNA45SN1","grey"
"EEF1A2","turquoise"
"SCUBE2","turquoise"
"ABCC13","blue"
"P4HA3","red"
"CCDC9B","turquoise"
"MT-TH","grey"
"STON1","turquoise"
"PTPRN","turquoise"
"GAD1","turquoise"
"CIMIP2C","turquoise"
"CENPM","brown"
"GREM1-AS1","grey"
"CDON","turquoise"
"IQCN","blue"
"RBM20","turquoise"
"LOC105373831","blue"
"HOXA5","grey"
"RAB26","blue"
"UGT1A6","blue"
"MYEF2","grey"
"TOX","brown"
"MRC1","turquoise"
"C4BPB","grey"
"LINC01833","grey"
"CD96","yellow"
"PLAAT3","red"
"GDPD5","blue"
"SOWAHA","green"
"CYP24A1","grey"
"CHODL","turquoise"
"RASD2","brown"
"SLC6A4","grey"
"TINAG","green"
"PLAU","blue"
"EHF","green"
"FUT3","green"
"PLCE1","blue"
"MBNL1-AS1","turquoise"
"DNER","turquoise"
"CPLX2","turquoise"
"MUC1","grey"
"BMPER","grey"
"RNA5-8SN5","grey"
"SIGLEC14","grey"
"SSTR1","blue"
"CXCL11","blue"
"ATRNL1","turquoise"
"LRP4-AS1","grey"
"GABRB3","brown"
"KCNJ8","turquoise"
"PNPLA7","blue"
"SIK1","grey"
"CCNB1","brown"
"PMEPA1","black"
"LOC105377847","grey"
"UBE2V2-AS1","grey"
"PLCD1","blue"
"BNAT1","red"
"CA8","grey"
"LOC107987343","magenta"
"VAV3","green"
"PHLDA3","turquoise"
"CYP4F24P","turquoise"
"CKAP2","brown"
"MT-TL1","grey"
"CASC21","brown"
"ALDH1A2","grey"
"S100A4","grey"
"NGB","turquoise"
"TBC1D27P","yellow"
"LRATD1","green"
"IYD","green"
"CD109","turquoise"
"GDA","green"
"RYR3","turquoise"
"TMEM253","blue"
"ADGRF1","grey"
"SNAP25","turquoise"
"C3","purple"
"EHD2","turquoise"
"CDC20","brown"
"DGAT2","brown"
"SLC44A4","green"
"GALNT6","turquoise"
"LOC107983983","yellow"
"ULBP2","black"
"MESP1","brown"
"ID1","grey"
"SLC30A2","grey"
"CNTN4","turquoise"
"ARX","grey"
"CYP4X1","grey"
"P2RY1","brown"
"LY6D","grey"
"CYP2S1","turquoise"
"PHYHIP","turquoise"
"HOXD9","turquoise"
"ATP2C2","green"
"NPAS4","turquoise"
"CRABP2","red"
"TMPRSS2","green"
"LOC105373902","blue"
"NKX3-2","turquoise"
"P3H2","brown"
"ARHGDIG","grey"
"RYR2","turquoise"
"ROBO2","grey"
"BRCA2","brown"
"LOC105374608","turquoise"
"ASTN1","turquoise"
"MAOA","blue"
"PLCD3","blue"
"JPH1","turquoise"
"TFPI2","grey"
"SLC39A8","green"
"CACNA2D1","turquoise"
"CD8A","yellow"
"KCNG1","grey"
"IER3-AS1","grey"
"IGFL4","blue"
"CDCA5","brown"
"CNTNAP3","turquoise"
"LRRC8E","turquoise"
"LOC105378230","turquoise"
"SMPDL3B","green"
"ADGRV1","blue"
"GRIA1","turquoise"
"ASF1B","brown"
"ABO","green"
"ARHGAP10","turquoise"
"RUNDC3B","blue"
"FAM83E","green"
"MCM10","brown"
"FAXC","turquoise"
"PNPLA3","black"
"LINC01752","blue"
"KLRG2","grey"
"SEC14L5","blue"
"SAA2","grey"
"LAMA5","turquoise"
"ARSL","turquoise"
"ACP3","grey"
"CD48","yellow"
"ELN","red"
"MYOT","turquoise"
"MPV17L","grey"
"IGHV1OR15-1","yellow"
"CEACAM5","green"
"TTC22","blue"
"G6PC1","grey"
"KCNN3","turquoise"
"AQP1","turquoise"
"NDN","turquoise"
"TRPM5","grey"
"KLF9","turquoise"
"IL22RA1","green"
"TUBB3","red"
"CD180","yellow"
"CCR2","yellow"
"APOLD1","red"
"GEM","turquoise"
"SOSTDC1","blue"
"NUSAP1","brown"
"LOC105371601","blue"
"TM6SF2","blue"
"LOC100286986","blue"
"ONECUT2","brown"
"IGLV5-37","grey"
"EXO1","brown"
"FOXF2","turquoise"
"PAPSS2","blue"
"EPN3","green"
"TMC5","green"
"HCAR2","grey"
"RBBP8NL","turquoise"
"B4GALNT4","blue"
"DBNDD1","brown"
"TMEM130","turquoise"
"ABCC2","turquoise"
"CLEC4G","turquoise"
"ETHE1","blue"
"KLRB1","yellow"
"KRT7","blue"
"KIF2C","brown"
"CTSV","turquoise"
"EDIL3","brown"
"LOC105369194","turquoise"
"ACSF2","blue"
"RNF112","turquoise"
"PCDH19","grey"
"SIGLEC10","yellow"
"SYTL2","blue"
"NUPR1","brown"
"RFLNA","blue"
"TSPAN8","green"
"ARID3A","turquoise"
"LOC100652777","blue"
"NNAT","turquoise"
"KIFC1","brown"
"ACHE","blue"
"SEMA3B","grey"
"TFAP2A","grey"
"GPER1","brown"
"DPF3","blue"
"SMAD9","grey"
"FGF7","turquoise"
"ACADS","blue"
"GZMB","grey"
"P2RY14","turquoise"
"LINC02747","green"
"C10orf55","blue"
"MOGAT3","green"
"BMAL2","blue"
"PTPRU","grey"
"CRYBA2","blue"
"LOC105374528","blue"
"FSTL1","red"
"CRNDE","brown"
"ZNF575","blue"
"NPSR1-AS1","grey"
"PHLPP2","blue"
"TGFB1I1","turquoise"
"RSPO3","turquoise"
"CSDC2","turquoise"
"DKK4","turquoise"
"CBLN2","turquoise"
"CTSW","yellow"
"RGS11","turquoise"
"LOC105373582","blue"
"EDA","grey"
"ROR2","turquoise"
"PHLDB2","turquoise"
"FBXO2","grey"
"GUCY1B1","turquoise"
"CHI3L2","turquoise"
"KANK2","turquoise"
"PITPNM3","turquoise"
"TNFAIP6","red"
"NETO2","grey"
"GPRC6A","grey"
"LY6E","red"
"POU5F1B","brown"
"COL6A2","turquoise"
"ANXA13","grey"
"NAT2","green"
"TMEM200A","grey"
"PCDH7","turquoise"
"SLCO2A1","turquoise"
"FUT6","green"
"AURKA","brown"
"CFI","blue"
"GC","grey"
"AURKB","brown"
"LUZP2","blue"
"COL14A1","turquoise"
"TRIM58","grey"
"DDN","brown"
"COL18A1","red"
"TPSD1","yellow"
"LOC105379189","brown"
"MAP9","turquoise"
"SFN","green"
"ALOX15","grey"
"BICDL3P","blue"
"LZTS1","red"
"TFCP2L1","green"
"ARHGAP6","turquoise"
"GATA5","grey"
"GPR160","turquoise"
"CKMT1A","green"
"UBBP4","grey"
"POU6F2-AS2","grey"
"LRRC36","turquoise"
"ANTXR1","red"
"NNMT","red"
"IQCJ-SCHIP1","turquoise"
"TLR7","yellow"
"RIMKLA","blue"
"C1orf210","green"
"LOC101927825","turquoise"
"NPFFR1","turquoise"
"CRTAC1","turquoise"
"LEF1","brown"
"COL4A2-AS2","red"
"LOC105372693","grey"
"LINC00278","magenta"
"LOC105369672","grey"
"VENTX","grey"
"PKP2","green"
"BEX3","grey"
"PCSK7","turquoise"
"SMTNL2","grey"
"LOC101928034","grey"
"PRRX1","red"
"HP","grey"
"PRDM6","turquoise"
"MIR17HG","turquoise"
"GPD1","grey"
"SCHIP1","turquoise"
"LINC00578","turquoise"
"GINS2","brown"
"NDUFA4L2","grey"
"ASB9","turquoise"
"TLR8","yellow"
"P2RY8","yellow"
"DIRAS1","turquoise"
"SPTLC3","blue"
"GCNT4","blue"
"RASL12","turquoise"
"IGHV1-12","yellow"
"OMD","grey"
"LINC01612","grey"
"LINC01659","grey"
"ELAVL4","turquoise"
"TNFRSF11A","green"
"CPZ","red"
"ACVR1C","grey"
"HPDL","brown"
"ITGAL","yellow"
"FUT1","brown"
"IFITM1","turquoise"
"IGKV2-18","yellow"
"PODN","turquoise"
"COL6A1","turquoise"
"PRICKLE2","turquoise"
"TCIM","grey"
"SEC14L4","grey"
"COL9A1","grey"
"TPPP3","grey"
"EGR1","grey"
"WFDC1","turquoise"
"LHFPL3-AS2","grey"
"MYRF","grey"
"LOC105379252","blue"
"GGTA1","turquoise"
"CDKN3","brown"
"GGH","turquoise"
"COL7A1","blue"
"SH3PXD2A-AS1","grey"
"CKAP2L","brown"
"C14orf132","turquoise"
"MS4A4A","turquoise"
"AQP12B","grey"
"COL6A5","grey"
"IGF1","turquoise"
"RGS1","grey"
"ABCA5","blue"
"LINC01235","red"
"TMPRSS3","brown"
"HSD17B6","turquoise"
"AR","turquoise"
"UNC5C","blue"
"CYP2J2","green"
"CLIP4","turquoise"
"HLA-DQB2","yellow"
"CLIP3","turquoise"
"DMRT2","grey"
"KLHL13","grey"
"CYBRD1","turquoise"
"DIO3OS","grey"
"IRAG1","turquoise"
"ADD2","turquoise"
"CPNE8","brown"
"PDIA2","grey"
"PRND","red"
"C5orf46","red"
"FAM124A","turquoise"
"DLGAP5","brown"
"LOC105378641","grey"
"IL2RG","grey"
"DDIAS","brown"
"RTN1","turquoise"
"LSP1","yellow"
"CMA1","turquoise"
"ZIC2","grey"
"LOC105374809","grey"
"SYT4","turquoise"
"TYRP1","grey"
"CTSF","turquoise"
"MAT1A","grey"
"HBD","grey"
"PHLDA2","brown"
"PLEKHN1","turquoise"
"HMCN1","turquoise"
"PLEKHO1","turquoise"
"GPR55","yellow"
"HOXA9","grey"
"PKNOX2","turquoise"
"VSIG4","turquoise"
"HOXD11","turquoise"
"RHOB","turquoise"
"TSPOAP1","grey"
"HLA-DRB1","yellow"
"PNOC","yellow"
"TTPA","grey"
"FAM239A","grey"
"GMDS","turquoise"
"LOC105377548","blue"
"GPC5","grey"
"CITED2","brown"
"PLEKHA4","red"
"SETBP1","turquoise"
"F2RL2","blue"
"CKMT1B","green"
"ZEB1","turquoise"
"KNL1","brown"
"POLQ","brown"
"PPP1R16B","yellow"
"CPB1","grey"
"BHMT2","turquoise"
"RNF125","blue"
"MTNR1A","red"
"RHEX","yellow"
"NRN1","grey"
"FRG1CP","grey"
"RCAN2","turquoise"
"COL21A1","turquoise"
"MLF1","grey"
"TMCC3","blue"
"CNTNAP3B","turquoise"
"SLC8A1","turquoise"
"CBX6","turquoise"
"LOXL1","red"
"LOC112268271","blue"
"WDR74","turquoise"
"RIPPLY3","turquoise"
"AHSG","grey"
"REEP6","brown"
"ANKRD40CL","green"
"LIF","brown"
"LINC00886","grey"
"LOC105374367","turquoise"
"LOC105374588","blue"
"CRIP2","purple"
"HMMR","brown"
"WWTR1","turquoise"
"SERINC2","green"
"FAM95B1","blue"
"LOC105375431","green"
"CCDC136","turquoise"
"SVEP1","turquoise"
"CCL15","green"
"MAP3K20-AS1","blue"
"PIEZO2","turquoise"
"TTC39A","green"
"FFAR2","grey"
"FLRT2","turquoise"
"TSPAN13","green"
"SYT1","grey"
"TNNT1","grey"
"NFASC","turquoise"
"TIMP3","red"
"GRIP2","brown"
"ENTPD3","turquoise"
"LOC102723878","grey"
"LOC105374841","grey"
"LOC102724760","yellow"
"POU2AF3","grey"
"RBP4","grey"
"SLC22A17","turquoise"
"LOC112268270","grey"
"LTBP4","blue"
"SLC17A8","blue"
"KCP","turquoise"
"DIO3","grey"
"PLUT","turquoise"
"PDZRN3","turquoise"
"VGLL3","turquoise"
"ZNF503-AS1","grey"
"RAB9B","turquoise"
"FCN1","purple"
"PLCB1","green"
"CEP192P1","blue"
"HNF4A","green"
"CD19","pink"
"IGHV7-56","yellow"
